h3_cell,lat,lng,visit_count,resolution,country
08a64821b1067fff,18.953546057611543,98.94365448511209,1,10,Thailand
08a64821b1077fff,18.954582516210536,98.94442811490072,2,10,Thailand
08a64821b10c7fff,18.957922184290954,98.94404533393758,3,10,Thailand
08a64821b10d7fff,18.958958613013824,98.94481897542981,2,10,Thailand
08a64821b10dffff,18.959073782122637,98.94346711923457,1,10,Thailand
08a64821b10e7fff,18.95677057836381,98.94462354382087,2,10,Thailand
08a64821b114ffff,18.952394426559973,98.94423268866927,2,10,Thailand
08a64821b115ffff,18.953430889627207,98.94500631680127,1,10,Thailand
08a64821b116ffff,18.951242787417712,98.94481088740689,1,10,Thailand
08a64821b1637fff,18.963449773637116,98.94385797248867,2,10,Thailand
08a64821b16a7fff,18.965637728115663,98.94405340314897,1,10,Thailand
08a64821b16b7fff,18.966674107527385,98.94482706385398,2,10,Thailand
08a64821b1707fff,18.96114662015466,98.94501440972756,1,10,Thailand
08a64821b170ffff,18.961261791637465,98.94366254451724,2,10,Thailand
08a64821b171ffff,18.96229820094541,98.94443619351807,2,10,Thailand
08a64821b172ffff,18.960110206374267,98.94424076238343,3,10,Thailand
08a64821b178ffff,18.964486167998423,98.94463162734158,2,10,Thailand
08a64821b179ffff,18.965522551885044,98.94540528638973,1,10,Thailand
08a64821b1ab7fff,18.95135795302733,98.94345906473235,1,10,Thailand
08a64821b1b07fff,18.94582999268386,98.94364642610677,1,10,Thailand
08a64821b1b1ffff,18.946981661399583,98.94306823203861,1,10,Thailand
08a64821b1b2ffff,18.94479347436794,98.94287281972451,2,10,Thailand
08a64821b1b8ffff,18.949169820954697,98.9432636470412,1,10,Thailand
08a64821b1b9ffff,18.95020630941804,98.94403726512651,2,10,Thailand
08a64821b1baffff,18.948018164790696,98.94384184427236,1,10,Thailand
08a64821b3237fff,18.978764876710994,98.94522604357904,1,10,Thailand
08a64821b3297fff,18.98314037247138,98.94561694523537,1,10,Thailand
08a64821b32a7fff,18.980952638375484,98.9454214930626,1,10,Thailand
